CountyName,TimeStamp,ConfirmedCovidCases
Wicklow,2020-05-14,657
Carlow,2020-05-15,146
Cavan,2020-05-15,781
Clare,2020-05-15,314
Cork,2020-05-15,1352
Donegal,2020-05-15,475
Dublin,2020-05-15,11666
Galway,2020-05-15,418
Kerry,2020-05-15,307
Kildare,2020-05-15,1361
Kilkenny,2020-05-15,298
Laois,2020-05-15,253
Leitrim,2020-05-15,79
Limerick,2020-05-15,601
Longford,2020-05-15,277
Louth,2020-05-15,739
Mayo,2020-05-15,547
Meath,2020-05-15,778
Monaghan,2020-05-15,480
Offaly,2020-05-15,459
Roscommon,2020-05-15,301
Sligo,2020-05-15,129
Tipperary,2020-05-15,523
Waterford,2020-05-15,146
Westmeath,2020-05-15,655
Wexford,2020-05-15,212
Wicklow,2020-05-15,656
Carlow,2020-05-16,147
Cavan,2020-05-16,788
Clare,2020-05-16,315
Cork,2020-05-16,1361
Donegal,2020-05-16,475
Dublin,2020-05-16,11693
Galway,2020-05-16,432
Kerry,2020-05-16,307
Kildare,2020-05-16,1367
Kilkenny,2020-05-16,300
Laois,2020-05-16,253
Leitrim,2020-05-16,79
Limerick,2020-05-16,602
Longford,2020-05-16,279
Louth,2020-05-16,740
Mayo,2020-05-16,552
Meath,2020-05-16,780
Monaghan,2020-05-16,480
Offaly,2020-05-16,459
Roscommon,2020-05-16,304
Sligo,2020-05-16,129
Tipperary,2020-05-16,524
Waterford,2020-05-16,147
Westmeath,2020-05-16,654
Wexford,2020-05-16,212
Wicklow,2020-05-16,657
Carlow,2020-05-17,148
Cavan,2020-05-17,800
Clare,2020-05-17,315
Cork,2020-05-17,1372
Donegal,2020-05-17,477
Dublin,2020-05-17,11759
Galway,2020-05-17,438
Kerry,2020-05-17,308
Kildare,2020-05-17,1379
Kilkenny,2020-05-17,302
Laois,2020-05-17,254
Leitrim,2020-05-17,80
Limerick,2020-05-17,603
Longford,2020-05-17,279
Louth,2020-05-17,743
Mayo,2020-05-17,556
Meath,2020-05-17,782
Monaghan,2020-05-17,485
Offaly,2020-05-17,461
Roscommon,2020-05-17,307
Sligo,2020-05-17,129
Tipperary,2020-05-17,525
Waterford,2020-05-17,147
Westmeath,2020-05-17,656
Wexford,2020-05-17,212
Wicklow,2020-05-17,659
Carlow,2020-05-18,149
Cavan,2020-05-18,802
Clare,2020-05-18,315
Cork,2020-05-18,1376
Donegal,2020-05-18,477
Dublin,2020-05-18,11733
Galway,2020-05-18,445
Kerry,2020-05-18,308
Kildare,2020-05-18,1379
Kilkenny,2020-05-18,307
Laois,2020-05-18,254
Leitrim,2020-05-18,82
Limerick,2020-05-18,610
Longford,2020-05-18,279
Louth,2020-05-18,745
Mayo,2020-05-18,558
Meath,2020-05-18,787
Monaghan,2020-05-18,485
Offaly,2020-05-18,468
Roscommon,2020-05-18,308
Sligo,2020-05-18,129
Tipperary,2020-05-18,528
Waterford,2020-05-18,148
Westmeath,2020-05-18,658
Wexford,2020-05-18,217
Wicklow,2020-05-18,657
Carlow,2020-05-19,150
Cavan,2020-05-19,804
Clare,2020-05-19,315
Cork,2020-05-19,1386
Donegal,2020-05-19,479
Dublin,2020-05-19,11765
Galway,2020-05-19,445
Kerry,2020-05-19,308
Kildare,2020-05-19,1381
Kilkenny,2020-05-19,307
Laois,2020-05-19,256
Leitrim,2020-05-19,82
Limerick,2020-05-19,612
Longford,2020-05-19,280
Louth,2020-05-19,748
Mayo,2020-05-19,560
Meath,2020-05-19,788
Monaghan,2020-05-19,488
Offaly,2020-05-19,472
Roscommon,2020-05-19,310
Sligo,2020-05-19,129
Tipperary,2020-05-19,529
Waterford,2020-05-19,148
Westmeath,2020-05-19,658
Wexford,2020-05-19,217
Wicklow,2020-05-19,657
Carlow,2020-05-20,151
Cavan,2020-05-20,804
Clare,2020-05-20,319
Cork,2020-05-20,1398
Donegal,2020-05-20,478
Dublin,2020-05-20,11794
Galway,2020-05-20,451
Kerry,2020-05-20,308
Kildare,2020-05-20,1383
Kilkenny,2020-05-20,316
Laois,2020-05-20,256
Leitrim,2020-05-20,82
Limerick,2020-05-20,615
Longford,2020-05-20,280
Louth,2020-05-20,751
Mayo,2020-05-20,560
Meath,2020-05-20,790
Monaghan,2020-05-20,489
Offaly,2020-05-20,473
Roscommon,2020-05-20,312
Sligo,2020-05-20,129
Tipperary,2020-05-20,529
Waterford,2020-05-20,148
Westmeath,2020-05-20,661
Wexford,2020-05-20,217
Wicklow,2020-05-20,657
Carlow,2020-05-21,151
Cavan,2020-05-21,815
Clare,2020-05-21,319
Cork,2020-05-21,1420
Donegal,2020-05-21,478
Dublin,2020-05-21,11830
Galway,2020-05-21,455
Kerry,2020-05-21,308
Kildare,2020-05-21,1387
Kilkenny,2020-05-21,319
Laois,2020-05-21,256
Leitrim,2020-05-21,82
Limerick,2020-05-21,615
Longford,2020-05-21,280
Louth,2020-05-21,756
Mayo,2020-05-21,564
Meath,2020-05-21,795
Monaghan,2020-05-21,489
Offaly,2020-05-21,475
Roscommon,2020-05-21,314
Sligo,2020-05-21,129
Tipperary,2020-05-21,528
Waterford,2020-05-21,149
Westmeath,2020-05-21,661
Wexford,2020-05-21,217
Wicklow,2020-05-21,659
Carlow,2020-05-22,152
Cavan,2020-05-22,824
Clare,2020-05-22,321
Cork,2020-05-22,1428
Donegal,2020-05-22,478
Dublin,2020-05-22,11873
Galway,2020-05-22,458
Kerry,2020-05-22,308
Kildare,2020-05-22,1392
Kilkenny,2020-05-22,334
Laois,2020-05-22,256
Leitrim,2020-05-22,82
Limerick,2020-05-22,616
Longford,2020-05-22,280
Louth,2020-05-22,756
Mayo,2020-05-22,568
Meath,2020-05-22,797
Monaghan,2020-05-22,501
Offaly,2020-05-22,478
Roscommon,2020-05-22,318
Sligo,2020-05-22,129
Tipperary,2020-05-22,528
Waterford,2020-05-22,151
Westmeath,2020-05-22,663
Wexford,2020-05-22,217
Wicklow,2020-05-22,661
Carlow,2020-05-23,152
Cavan,2020-05-23,825
Clare,2020-05-23,322
Cork,2020-05-23,1438
Donegal,2020-05-23,478
Dublin,2020-05-23,11876
Galway,2020-05-23,461
Kerry,2020-05-23,308
Kildare,2020-05-23,1390
Kilkenny,2020-05-23,334
Laois,2020-05-23,256
Leitrim,2020-05-23,82
Limerick,2020-05-23,619
Longford,2020-05-23,281
Louth,2020-05-23,759
Mayo,2020-05-23,568
Meath,2020-05-23,797
Monaghan,2020-05-23,501
Offaly,2020-05-23,478
Roscommon,2020-05-23,319
Sligo,2020-05-23,129
Tipperary,2020-05-23,528
Waterford,2020-05-23,151
Westmeath,2020-05-23,663
Wexford,2020-05-23,217
Wicklow,2020-05-23,661
Carlow,2020-05-24,152
Cavan,2020-05-24,827
Clare,2020-05-24,322
Cork,2020-05-24,1440
Donegal,2020-05-24,478
Dublin,2020-05-24,11894
Galway,2020-05-24,461
Kerry,2020-05-24,308
Kildare,2020-05-24,1395
Kilkenny,2020-05-24,334
Laois,2020-05-24,257
Leitrim,2020-05-24,82
Limerick,2020-05-24,622
Longford,2020-05-24,281
Louth,2020-05-24,759
Mayo,2020-05-24,568
Meath,2020-05-24,797
Monaghan,2020-05-24,503
Offaly,2020-05-24,479
Roscommon,2020-05-24,319
Sligo,2020-05-24,129
Tipperary,2020-05-24,528
Waterford,2020-05-24,151
Westmeath,2020-05-24,663
Wexford,2020-05-24,217
Wicklow,2020-05-24,663
Carlow,2020-05-25,152
Cavan,2020-05-25,829
Clare,2020-05-25,322
Cork,2020-05-25,1451
Donegal,2020-05-25,478
Dublin,2020-05-25,11961
Galway,2020-05-25,464
Kerry,2020-05-25,308
Kildare,2020-05-25,1408
Kilkenny,2020-05-25,336
Laois,2020-05-25,258
Leitrim,2020-05-25,82
Limerick,2020-05-25,624
Longford,2020-05-25,281
Louth,2020-05-25,759
Mayo,2020-05-25,568
Meath,2020-05-25,797
Monaghan,2020-05-25,503
Offaly,2020-05-25,479
Roscommon,2020-05-25,319
Sligo,2020-05-25,129
Tipperary,2020-05-25,528
Waterford,2020-05-25,151
Westmeath,2020-05-25,664
Wexford,2020-05-25,216
Wicklow,2020-05-25,663
Carlow,2020-05-26,154
Cavan,2020-05-26,833
Clare,2020-05-26,322
Cork,2020-05-26,1458
Donegal,2020-05-26,477
Dublin,2020-05-26,11996
Galway,2020-05-26,473
Kerry,2020-05-26,308
Kildare,2020-05-26,1414
Kilkenny,2020-05-26,337
Laois,2020-05-26,258
Leitrim,2020-05-26,83
Limerick,2020-05-26,626
Longford,2020-05-26,281
Louth,2020-05-26,759
Mayo,2020-05-26,569
Meath,2020-05-26,793
Monaghan,2020-05-26,504
Offaly,2020-05-26,478
Roscommon,2020-05-26,320
Sligo,2020-05-26,129
Tipperary,2020-05-26,528
Waterford,2020-05-26,151
Westmeath,2020-05-26,665
Wexford,2020-05-26,216
Wicklow,2020-05-26,663
Carlow,2020-05-27,155
Cavan,2020-05-27,833
Clare,2020-05-27,322
Cork,2020-05-27,1464
Donegal,2020-05-27,477
Dublin,2020-05-27,12023
Galway,2020-05-27,476
Kerry,2020-05-27,308
Kildare,2020-05-27,1416
Kilkenny,2020-05-27,337
Laois,2020-05-27,258
Leitrim,2020-05-27,83
Limerick,2020-05-27,627
Longford,2020-05-27,280
Louth,2020-05-27,759
Mayo,2020-05-27,569
Meath,2020-05-27,793
Monaghan,2020-05-27,504
Offaly,2020-05-27,478
Roscommon,2020-05-27,320
Sligo,2020-05-27,129
Tipperary,2020-05-27,528
Waterford,2020-05-27,152
Westmeath,2020-05-27,667
Wexford,2020-05-27,216
Wicklow,2020-05-27,663
Carlow,2020-05-28,158
Cavan,2020-05-28,833
Clare,2020-05-28,323
Cork,2020-05-28,1472
Donegal,2020-05-28,477
Dublin,2020-05-28,12031
Galway,2020-05-28,476
Kerry,2020-05-28,308
Kildare,2020-05-28,1416
Kilkenny,2020-05-28,337
Laois,2020-05-28,258
Leitrim,2020-05-28,83
Limerick,2020-05-28,628
Longford,2020-05-28,281
Louth,2020-05-28,763
Mayo,2020-05-28,571
Meath,2020-05-28,795
Monaghan,2020-05-28,507
Offaly,2020-05-28,478
Roscommon,2020-05-28,321
Sligo,2020-05-28,129
Tipperary,2020-05-28,527
Waterford,2020-05-28,152
Westmeath,2020-05-28,667
Wexford,2020-05-28,216
Wicklow,2020-05-28,663
Carlow,2020-05-29,166
Cavan,2020-05-29,834
Clare,2020-05-29,323
Cork,2020-05-29,1477
Donegal,2020-05-29,477
Dublin,2020-05-29,12042
Galway,2020-05-29,478
Kerry,2020-05-29,308
Kildare,2020-05-29,1416
Kilkenny,2020-05-29,338
Laois,2020-05-29,259
Leitrim,2020-05-29,83
Limerick,2020-05-29,629
Longford,2020-05-29,283
Louth,2020-05-29,766
Mayo,2020-05-29,571
Meath,2020-05-29,797
Monaghan,2020-05-29,509
Offaly,2020-05-29,478
Roscommon,2020-05-29,333
Sligo,2020-05-29,129
Tipperary,2020-05-29,529
Waterford,2020-05-29,152
Westmeath,2020-05-29,668
Wexford,2020-05-29,216
Wicklow,2020-05-29,663
Carlow,2020-05-30,166
Cavan,2020-05-30,839
Clare,2020-05-30,360
Cork,2020-05-30,1514
Donegal,2020-05-30,477
Dublin,2020-05-30,12052
Galway,2020-05-30,480
Kerry,2020-05-30,308
Kildare,2020-05-30,1417
Kilkenny,2020-05-30,338
Laois,2020-05-30,259
Leitrim,2020-05-30,83
Limerick,2020-05-30,594
Longford,2020-05-30,283
Louth,2020-05-30,768
Mayo,2020-05-30,571
Meath,2020-05-30,796
Monaghan,2020-05-30,509
Offaly,2020-05-30,478
Roscommon,2020-05-30,333
Sligo,2020-05-30,129
Tipperary,2020-05-30,530
Waterford,2020-05-30,153
Westmeath,2020-05-30,669
Wexford,2020-05-30,216
Wicklow,2020-05-30,663
Carlow,2020-05-31,166
Cavan,2020-05-31,844
Clare,2020-05-31,368
Cork,2020-05-31,1517
Donegal,2020-05-31,477
Dublin,2020-05-31,12090
Galway,2020-05-31,482
Kerry,2020-05-31,308
Kildare,2020-05-31,1419
Kilkenny,2020-05-31,338
Laois,2020-05-31,259
Leitrim,2020-05-31,83
Limerick,2020-05-31,581
Longford,2020-05-31,283
Louth,2020-05-31,776
Mayo,2020-05-31,570
Meath,2020-05-31,800
Monaghan,2020-05-31,512
Offaly,2020-05-31,478
Roscommon,2020-05-31,335
Sligo,2020-05-31,129
Tipperary,2020-05-31,538
Waterford,2020-05-31,153
Westmeath,2020-05-31,670
Wexford,2020-05-31,213
Wicklow,2020-05-31,667
Carlow,2020-06-01,166
Cavan,2020-06-01,844
Clare,2020-06-01,369
Cork,2020-06-01,1517
Donegal,2020-06-01,477
Dublin,2020-06-01,12093
Galway,2020-06-01,482
Kerry,2020-06-01,308
Kildare,2020-06-01,1419
Kilkenny,2020-06-01,339
Laois,2020-06-01,260
Leitrim,2020-06-01,83
Limerick,2020-06-01,582
Longford,2020-06-01,283
Louth,2020-06-01,775
Mayo,2020-06-01,570
Meath,2020-06-01,801
Monaghan,2020-06-01,512
Offaly,2020-06-01,478
Roscommon,2020-06-01,336
Sligo,2020-06-01,129
Tipperary,2020-06-01,539
Waterford,2020-06-01,152
Westmeath,2020-06-01,670
Wexford,2020-06-01,213
Wicklow,2020-06-01,667
Carlow,2020-06-02,169
Cavan,2020-06-02,846
Clare,2020-06-02,369
Cork,2020-06-02,1521
Donegal,2020-06-02,477
Dublin,2020-06-02,12109
Galway,2020-06-02,481
Kerry,2020-06-02,308
Kildare,2020-06-02,1419
Kilkenny,2020-06-02,339
Laois,2020-06-02,260
Leitrim,2020-06-02,83
Limerick,2020-06-02,582
Longford,2020-06-02,284
Louth,2020-06-02,776
Mayo,2020-06-02,570
Meath,2020-06-02,802
Monaghan,2020-06-02,521
Offaly,2020-06-02,479
Roscommon,2020-06-02,337
Sligo,2020-06-02,129
Tipperary,2020-06-02,540
Waterford,2020-06-02,152
Westmeath,2020-06-02,670
Wexford,2020-06-02,213
Wicklow,2020-06-02,668
Carlow,2020-06-03,169
Cavan,2020-06-03,854
Clare,2020-06-03,369
Cork,2020-06-03,1527
Donegal,2020-06-03,472
Dublin,2020-06-03,12118
Galway,2020-06-03,481
Kerry,2020-06-03,308
Kildare,2020-06-03,1419
Kilkenny,2020-06-03,340
Laois,2020-06-03,260
Leitrim,2020-06-03,83
Limerick,2020-06-03,582
Longford,2020-06-03,284
Louth,2020-06-03,777
Mayo,2020-06-03,570
Meath,2020-06-03,804
Monaghan,2020-06-03,527
Offaly,2020-06-03,479
Roscommon,2020-06-03,337
Sligo,2020-06-03,129
Tipperary,2020-06-03,540
Waterford,2020-06-03,154
Westmeath,2020-06-03,671
Wexford,2020-06-03,213
Wicklow,2020-06-03,668
Carlow,2020-06-04,168
Cavan,2020-06-04,858
Clare,2020-06-04,368
Cork,2020-06-04,1528
Donegal,2020-06-04,472
Dublin,2020-06-04,12127
Galway,2020-06-04,481
Kerry,2020-06-04,308
Kildare,2020-06-04,1423
Kilkenny,2020-06-04,344
Laois,2020-06-04,261
Leitrim,2020-06-04,84
Limerick,2020-06-04,582
Longford,2020-06-04,284
Louth,2020-06-04,777
Mayo,2020-06-04,570
Meath,2020-06-04,805
Monaghan,2020-06-04,528
Offaly,2020-06-04,479
Roscommon,2020-06-04,337
Sligo,2020-06-04,128
Tipperary,2020-06-04,540
Waterford,2020-06-04,154
Westmeath,2020-06-04,671
Wexford,2020-06-04,214
Wicklow,2020-06-04,668
Carlow,2020-06-05,168
Cavan,2020-06-05,858
Clare,2020-06-05,368
Cork,2020-06-05,1529
Donegal,2020-06-05,471
Dublin,2020-06-05,12139
Galway,2020-06-05,481
Kerry,2020-06-05,308
Kildare,2020-06-05,1423
Kilkenny,2020-06-05,344
Laois,2020-06-05,262
Leitrim,2020-06-05,84
Limerick,2020-06-05,582
Longford,2020-06-05,285
Louth,2020-06-05,777
Mayo,2020-06-05,570
Meath,2020-06-05,806
Monaghan,2020-06-05,528
Offaly,2020-06-05,479
Roscommon,2020-06-05,337
Sligo,2020-06-05,128
Tipperary,2020-06-05,540
Waterford,2020-06-05,154
Westmeath,2020-06-05,671
Wexford,2020-06-05,214
Wicklow,2020-06-05,670
Carlow,2020-06-06,168
Cavan,2020-06-06,858
Clare,2020-06-06,368
Cork,2020-06-06,1529
Donegal,2020-06-06,471
Dublin,2020-06-06,12158
Galway,2020-06-06,481
Kerry,2020-06-06,308
Kildare,2020-06-06,1423
Kilkenny,2020-06-06,345
Laois,2020-06-06,262
Leitrim,2020-06-06,84
Limerick,2020-06-06,583
Longford,2020-06-06,285
Louth,2020-06-06,776
Mayo,2020-06-06,570
Meath,2020-06-06,804
Monaghan,2020-06-06,530
Offaly,2020-06-06,479
Roscommon,2020-06-06,337
Sligo,2020-06-06,128
Tipperary,2020-06-06,540
Waterford,2020-06-06,154
Westmeath,2020-06-06,671
Wexford,2020-06-06,216
Wicklow,2020-06-06,670
Carlow,2020-06-07,167
Cavan,2020-06-07,858
Clare,2020-06-07,368
Cork,2020-06-07,1529
Donegal,2020-06-07,471
Dublin,2020-06-07,12159
Galway,2020-06-07,483
Kerry,2020-06-07,308
Kildare,2020-06-07,1424
Kilkenny,2020-06-07,345
Laois,2020-06-07,262
Leitrim,2020-06-07,84
Limerick,2020-06-07,583
Longford,2020-06-07,285
Louth,2020-06-07,778
Mayo,2020-06-07,570
Meath,2020-06-07,804
Monaghan,2020-06-07,531
Offaly,2020-06-07,480
Roscommon,2020-06-07,338
Sligo,2020-06-07,128
Tipperary,2020-06-07,540
Waterford,2020-06-07,154
Westmeath,2020-06-07,671
Wexford,2020-06-07,216
Wicklow,2020-06-07,670
Carlow,2020-06-08,168
Cavan,2020-06-08,858
Clare,2020-06-08,368
Cork,2020-06-08,1531
Donegal,2020-06-08,470
Dublin,2020-06-08,12163
Galway,2020-06-08,483
Kerry,2020-06-08,308
Kildare,2020-06-08,1424
Kilkenny,2020-06-08,345
Laois,2020-06-08,262
Leitrim,2020-06-08,84
Limerick,2020-06-08,583
Longford,2020-06-08,285
Louth,2020-06-08,778
Mayo,2020-06-08,570
Meath,2020-06-08,804
Monaghan,2020-06-08,531
Offaly,2020-06-08,480
Roscommon,2020-06-08,338
Sligo,2020-06-08,128
Tipperary,2020-06-08,540
Waterford,2020-06-08,154
Westmeath,2020-06-08,671
Wexford,2020-06-08,216
Wicklow,2020-06-08,670
Carlow,2020-06-09,168
Cavan,2020-06-09,858
Clare,2020-06-09,369
Cork,2020-06-09,1532
Donegal,2020-06-09,470
Dublin,2020-06-09,12167
Galway,2020-06-09,485
Kerry,2020-06-09,308
Kildare,2020-06-09,1426
Kilkenny,2020-06-09,346
Laois,2020-06-09,262
Leitrim,2020-06-09,84
Limerick,2020-06-09,583
Longford,2020-06-09,285
Louth,2020-06-09,778
Mayo,2020-06-09,570
Meath,2020-06-09,804
Monaghan,2020-06-09,534
Offaly,2020-06-09,481
Roscommon,2020-06-09,340
Sligo,2020-06-09,128
Tipperary,2020-06-09,541
Waterford,2020-06-09,154
Westmeath,2020-06-09,671
Wexford,2020-06-09,216
Wicklow,2020-06-09,670
Carlow,2020-06-10,168
Cavan,2020-06-10,859
Clare,2020-06-10,369
Cork,2020-06-10,1533
Donegal,2020-06-10,469
Dublin,2020-06-10,12172
Galway,2020-06-10,485
Kerry,2020-06-10,308
Kildare,2020-06-10,1426
Kilkenny,2020-06-10,346
Laois,2020-06-10,262
Leitrim,2020-06-10,84
Limerick,2020-06-10,583
Longford,2020-06-10,285
Louth,2020-06-10,778
Mayo,2020-06-10,570
Meath,2020-06-10,805
Monaghan,2020-06-10,534
Offaly,2020-06-10,481
Roscommon,2020-06-10,341
Sligo,2020-06-10,128
Tipperary,2020-06-10,541
Waterford,2020-06-10,154
Westmeath,2020-06-10,670
Wexford,2020-06-10,216
Wicklow,2020-06-10,670
Carlow,2020-06-11,168
Cavan,2020-06-11,860
Clare,2020-06-11,369
Cork,2020-06-11,1533
Donegal,2020-06-11,470
Dublin,2020-06-11,12179
Galway,2020-06-11,485
Kerry,2020-06-11,308
Kildare,2020-06-11,1426
Kilkenny,2020-06-11,346
Laois,2020-06-11,264
Leitrim,2020-06-11,84
Limerick,2020-06-11,584
Longford,2020-06-11,285
Louth,2020-06-11,778
Mayo,2020-06-11,570
Meath,2020-06-11,805
Monaghan,2020-06-11,534
Offaly,2020-06-11,481
Roscommon,2020-06-11,341
Sligo,2020-06-11,128
Tipperary,2020-06-11,541
Waterford,2020-06-11,154
Westmeath,2020-06-11,670
Wexford,2020-06-11,216
Wicklow,2020-06-11,670
Carlow,2020-06-12,171
Cavan,2020-06-12,860
Clare,2020-06-12,369
Cork,2020-06-12,1533
Donegal,2020-06-12,470
Dublin,2020-06-12,12210
Galway,2020-06-12,486
Kerry,2020-06-12,308
Kildare,2020-06-12,1432
Kilkenny,2020-06-12,348
Laois,2020-06-12,264
Leitrim,2020-06-12,84
Limerick,2020-06-12,584
Longford,2020-06-12,285
Louth,2020-06-12,778
Mayo,2020-06-12,571
Meath,2020-06-12,805
Monaghan,2020-06-12,535
Offaly,2020-06-12,481
Roscommon,2020-06-12,342
Sligo,2020-06-12,128
Tipperary,2020-06-12,541
Waterford,2020-06-12,154
Westmeath,2020-06-12,670
Wexford,2020-06-12,216
Wicklow,2020-06-12,670
Carlow,2020-06-13,171
Cavan,2020-06-13,860
Clare,2020-06-13,369
Cork,2020-06-13,1533
Donegal,2020-06-13,470
Dublin,2020-06-13,12213
Galway,2020-06-13,486
Kerry,2020-06-13,308
Kildare,2020-06-13,1434
Kilkenny,2020-06-13,348
Laois,2020-06-13,264
Leitrim,2020-06-13,84
Limerick,2020-06-13,584
Longford,2020-06-13,285
Louth,2020-06-13,778
Mayo,2020-06-13,572
Meath,2020-06-13,805
Monaghan,2020-06-13,535
Offaly,2020-06-13,481
Roscommon,2020-06-13,342
Sligo,2020-06-13,128
Tipperary,2020-06-13,541
Waterford,2020-06-13,154
Westmeath,2020-06-13,670
Wexford,2020-06-13,216
Wicklow,2020-06-13,672
Carlow,2020-06-14,171
Cavan,2020-06-14,859
Clare,2020-06-14,369
Cork,2020-06-14,1533
Donegal,2020-06-14,470
Dublin,2020-06-14,12228
Galway,2020-06-14,486
Kerry,2020-06-14,308
Kildare,2020-06-14,1434
Kilkenny,2020-06-14,348
Laois,2020-06-14,264
Leitrim,2020-06-14,84
Limerick,2020-06-14,585
Longford,2020-06-14,285
Louth,2020-06-14,778
Mayo,2020-06-14,572
Meath,2020-06-14,805
Monaghan,2020-06-14,536
Offaly,2020-06-14,481
Roscommon,2020-06-14,342
Sligo,2020-06-14,129
Tipperary,2020-06-14,541
Waterford,2020-06-14,154
Westmeath,2020-06-14,670
Wexford,2020-06-14,216
Wicklow,2020-06-14,672
Carlow,2020-06-15,171
Cavan,2020-06-15,859
Clare,2020-06-15,369
Cork,2020-06-15,1535
Donegal,2020-06-15,470
Dublin,2020-06-15,12235
Galway,2020-06-15,486
Kerry,2020-06-15,308
Kildare,2020-06-15,1435
Kilkenny,2020-06-15,350
Laois,2020-06-15,264
Leitrim,2020-06-15,84
Limerick,2020-06-15,584
Longford,2020-06-15,285
Louth,2020-06-15,778
Mayo,2020-06-15,572
Meath,2020-06-15,806
Monaghan,2020-06-15,536
Offaly,2020-06-15,481
Roscommon,2020-06-15,343
Sligo,2020-06-15,129
Tipperary,2020-06-15,541
Waterford,2020-06-15,154
Westmeath,2020-06-15,670
Wexford,2020-06-15,216
Wicklow,2020-06-15,672
Carlow,2020-06-16,171
Cavan,2020-06-16,860
Clare,2020-06-16,369
Cork,2020-06-16,1535
Donegal,2020-06-16,470
Dublin,2020-06-16,12239
Galway,2020-06-16,485
Kerry,2020-06-16,308
Kildare,2020-06-16,1436
Kilkenny,2020-06-16,350
Laois,2020-06-16,264
Leitrim,2020-06-16,84
Limerick,2020-06-16,583
Longford,2020-06-16,285
Louth,2020-06-16,778
Mayo,2020-06-16,571
Meath,2020-06-16,806
Monaghan,2020-06-16,536
Offaly,2020-06-16,482
Roscommon,2020-06-16,344
Sligo,2020-06-16,129
Tipperary,2020-06-16,541
Waterford,2020-06-16,155
Westmeath,2020-06-16,670
Wexford,2020-06-16,216
Wicklow,2020-06-16,672
Carlow,2020-06-17,173
Cavan,2020-06-17,860
Clare,2020-06-17,369
Cork,2020-06-17,1535
Donegal,2020-06-17,470
Dublin,2020-06-17,12248
Galway,2020-06-17,485
Kerry,2020-06-17,309
Kildare,2020-06-17,1439
Kilkenny,2020-06-17,351
Laois,2020-06-17,264
Leitrim,2020-06-17,84
Limerick,2020-06-17,583
Longford,2020-06-17,285
Louth,2020-06-17,778
Mayo,2020-06-17,571
Meath,2020-06-17,806
Monaghan,2020-06-17,536
Offaly,2020-06-17,482
Roscommon,2020-06-17,344
Sligo,2020-06-17,129
Tipperary,2020-06-17,541
Waterford,2020-06-17,155
Westmeath,2020-06-17,670
Wexford,2020-06-17,216
Wicklow,2020-06-17,672
Carlow,2020-06-18,173
Cavan,2020-06-18,860
Clare,2020-06-18,369
Cork,2020-06-18,1535
Donegal,2020-06-18,464
Dublin,2020-06-18,12257
Galway,2020-06-18,485
Kerry,2020-06-18,310
Kildare,2020-06-18,1439
Kilkenny,2020-06-18,353
Laois,2020-06-18,264
Leitrim,2020-06-18,78
Limerick,2020-06-18,583
Longford,2020-06-18,285
Louth,2020-06-18,779
Mayo,2020-06-18,571
Meath,2020-06-18,806
Monaghan,2020-06-18,536
Offaly,2020-06-18,482
Roscommon,2020-06-18,344
Sligo,2020-06-18,125
Tipperary,2020-06-18,541
Waterford,2020-06-18,155
Westmeath,2020-06-18,670
Wexford,2020-06-18,216
Wicklow,2020-06-18,672
Carlow,2020-06-19,174
Cavan,2020-06-19,862
Clare,2020-06-19,369
Cork,2020-06-19,1535
Donegal,2020-06-19,464
Dublin,2020-06-19,12263
Galway,2020-06-19,485
Kerry,2020-06-19,310
Kildare,2020-06-19,1443
Kilkenny,2020-06-19,354
Laois,2020-06-19,264
Leitrim,2020-06-19,78
Limerick,2020-06-19,583
Longford,2020-06-19,285
Louth,2020-06-19,780
Mayo,2020-06-19,572
Meath,2020-06-19,807
Monaghan,2020-06-19,536
Offaly,2020-06-19,483
Roscommon,2020-06-19,344
Sligo,2020-06-19,125
Tipperary,2020-06-19,541
Waterford,2020-06-19,155
Westmeath,2020-06-19,672
Wexford,2020-06-19,216
Wicklow,2020-06-19,673
Carlow,2020-06-20,174
Cavan,2020-06-20,862
Clare,2020-06-20,369
Cork,2020-06-20,1535
Donegal,2020-06-20,464
Dublin,2020-06-20,12267
Galway,2020-06-20,485
Kerry,2020-06-20,310
Kildare,2020-06-20,1443
Kilkenny,2020-06-20,354
Laois,2020-06-20,265
Leitrim,2020-06-20,78
Limerick,2020-06-20,583
Longford,2020-06-20,285
Louth,2020-06-20,780
Mayo,2020-06-20,572
Meath,2020-06-20,807
Monaghan,2020-06-20,536
Offaly,2020-06-20,483
Roscommon,2020-06-20,344
Sligo,2020-06-20,125
Tipperary,2020-06-20,541
Waterford,2020-06-20,155
Westmeath,2020-06-20,672
Wexford,2020-06-20,216
Wicklow,2020-06-20,674
Carlow,2020-06-21,175
Cavan,2020-06-21,861
Clare,2020-06-21,369
Cork,2020-06-21,1535
Donegal,2020-06-21,464
Dublin,2020-06-21,12238
Galway,2020-06-21,485
Kerry,2020-06-21,310
Kildare,2020-06-21,1467
Kilkenny,2020-06-21,353
Laois,2020-06-21,265
Leitrim,2020-06-21,78
Limerick,2020-06-21,583
Longford,2020-06-21,285
Louth,2020-06-21,780
Mayo,2020-06-21,572
Meath,2020-06-21,807
Monaghan,2020-06-21,536
Offaly,2020-06-21,483
Roscommon,2020-06-21,345
Sligo,2020-06-21,125
Tipperary,2020-06-21,541
Waterford,2020-06-21,155
Westmeath,2020-06-21,672
